delivery_id,date,zone,distance_km,delivery_time_min,package_weight_kg,shipment_volume,transport_cost,first_attempt_success
D00365,2026-06-04,North Zone 2,10.05,30.1,4.1,9,84.83,True
D00366,2026-05-25,South Zone 2,11.25,35.8,4.57,7,80.75,True
D00367,2026-06-08,West Zone 1,14.88,58.9,1.46,11,83.92,True
D00368,2026-05-19,South Zone 2,15.13,58.2,6.7,9,113.7,True
D00369,2026-05-27,West Zone 1,11.38,52.6,6.72,3,93.69,True
D00370,2026-06-09,West Zone 1,13.03,60.0,3.42,3,91.07,True
D00371,2026-06-13,North Zone 2,11.23,24.1,7.58,8,90.46,True
D00372,2026-05-15,South Zone 1,5.25,7.1,5.52,7,71.73,False
D00373,2026-05-24,South Zone 1,7.69,21.9,1.44,5,67.29,True
D00374,2026-06-29,West Zone 1,13.35,56.8,2.87,6,88.64,True
D00375,2026-05-22,West Zone 1,10.44,36.4,3.12,5,78.42,True
D00376,2026-07-04,South Zone 2,8.58,23.0,2.57,6,83.56,True
D00377,2026-07-07,North Zone 1,9.96,21.0,3.34,11,74.01,True
D00378,2026-06-27,North Zone 2,6.74,13.3,0.45,9,75.73,True
D00379,2026-06-23,East Zone 1,6.33,16.5,3.18,5,75.49,True
D00380,2026-05-28,East Zone 1,8.27,21.9,4.25,5,77.79,True
D00381,2026-06-15,West Zone 1,11.66,42.7,0.63,9,79.16,False
D00382,2026-07-03,South Zone 2,14.21,45.6,6.34,12,98.13,True
D00383,2026-05-09,North Zone 1,6.84,9.6,2.88,7,78.39,True
D00384,2026-06-20,South Zone 2,11.76,40.2,9.98,7,106.01,True
D00385,2026-07-08,North Zone 2,6.54,20.3,0.76,6,63.32,True
D00386,2026-05-30,South Zone 2,10.82,30.0,11.48,6,95.7,True
D00387,2026-06-05,North Zone 2,10.2,21.6,4.29,4,89.08,True
D00388,2026-07-09,West Zone 1,11.98,53.7,7.45,7,99.69,True
D00389,2026-05-13,North Zone 1,8.68,24.2,8.08,6,97.09,True
D00390,2026-05-16,West Zone 1,15.32,55.6,4.44,4,106.77,True
D00391,2026-05-07,North Zone 2,11.83,34.4,3.88,5,92.86,True
D00392,2026-05-18,West Zone 1,14.74,64.0,1.62,9,96.84,True
D00393,2026-05-26,West Zone 1,18.54,85.0,10.38,3,123.45,False
D00394,2026-06-16,South Zone 1,4.21,7.1,6.61,5,62.85,True
D00395,2026-05-17,South Zone 1,4.33,13.5,0.84,9,67.51,True
D00396,2026-05-28,West Zone 1,10.69,44.5,3.98,2,79.87,True
D00397,2026-06-14,North Zone 1,9.22,16.8,6.35,6,78.72,True
D00398,2026-07-04,North Zone 2,10.79,23.2,1.86,6,77.24,True
D00399,2026-05-17,East Zone 1,7.81,18.9,4.74,10,73.31,True
D00400,2026-07-09,South Zone 1,3.19,7.9,0.47,4,49.67,True
D00401,2026-07-07,East Zone 1,9.22,27.7,8.79,6,83.94,True
D00402,2026-06-22,North Zone 2,11.22,27.3,5.38,6,84.67,True
D00403,2026-06-17,South Zone 2,6.11,23.0,2.12,5,65.41,False
D00404,2026-05-11,West Zone 1,12.14,49.7,1.44,9,84.01,True
D00405,2026-07-04,West Zone 1,17.56,64.5,1.38,7,102.32,True
D00406,2026-05-18,North Zone 1,7.53,16.0,3.78,11,86.17,True
D00407,2026-05-16,West Zone 1,11.49,42.9,2.94,9,101.99,True
D00408,2026-07-02,East Zone 1,6.07,16.6,8.13,9,76.21,True
D00409,2026-05-11,South Zone 2,12.97,46.4,8.91,4,101.41,True
D00410,2026-07-04,East Zone 1,8.43,20.7,4.45,11,78.68,True
D00411,2026-07-05,North Zone 2,10.17,30.8,1.85,7,96.09,True
D00412,2026-06-07,East Zone 1,3.78,6.6,7.62,11,73.5,True
D00413,2026-05-06,South Zone 1,6.46,10.9,0.47,13,54.82,True
D00414,2026-06-16,North Zone 1,6.42,17.0,4.0,9,72.93,True
D00415,2026-05-09,East Zone 1,6.73,7.0,4.42,8,82.72,True
D00416,2026-06-21,South Zone 1,9.53,14.2,2.69,7,87.19,True
D00417,2026-05-30,North Zone 2,6.51,16.4,6.69,8,77.84,False
D00418,2026-06-30,South Zone 2,13.18,51.5,5.84,6,89.69,True
D00419,2026-05-12,North Zone 1,9.43,22.9,2.54,5,86.53,True
D00420,2026-05-25,North Zone 2,10.3,32.2,0.5,3,80.81,True
D00421,2026-07-10,North Zone 1,3.82,8.2,1.59,5,71.64,False
D00422,2026-05-13,East Zone 1,6.78,24.8,3.07,5,74.13,True
D00423,2026-05-22,South Zone 2,15.28,44.0,2.67,3,109.3,True
D00424,2026-06-12,North Zone 2,7.18,23.2,7.17,5,79.39,True
D00425,2026-05-20,North Zone 1,7.03,15.2,0.87,5,65.68,True
D00426,2026-05-29,South Zone 2,13.17,42.3,6.17,5,95.95,True
D00427,2026-05-05,West Zone 1,13.49,54.3,4.82,7,95.8,True
D00428,2026-07-10,North Zone 2,7.07,17.3,0.84,8,68.93,True
D00429,2026-06-06,West Zone 1,15.62,48.6,1.6,9,100.76,False
D00430,2026-06-07,North Zone 1,5.28,16.1,4.67,5,76.97,True
D00431,2026-06-30,South Zone 1,8.2,20.5,7.19,6,89.58,True
D00432,2026-05-29,South Zone 1,9.26,22.1,7.43,6,86.06,True
D00433,2026-06-10,East Zone 1,7.59,20.9,10.03,6,90.8,True
D00434,2026-06-12,South Zone 2,12.78,39.1,3.7,6,86.83,True
D00435,2026-07-07,South Zone 1,6.48,13.2,4.89,6,76.01,True
D00436,2026-05-09,South Zone 2,8.29,27.0,0.2,4,91.14,True
D00437,2026-07-11,North Zone 2,4.48,12.4,2.83,9,71.75,True
D00438,2026-05-30,South Zone 2,12.3,42.2,4.6,4,90.27,True
D00439,2026-06-21,North Zone 1,2.49,4.0,8.89,3,72.4,True
D00440,2026-06-23,North Zone 2,9.45,27.7,4.0,4,83.67,True
D00441,2026-06-18,East Zone 1,7.87,22.4,5.16,6,83.69,False
D00442,2026-05-04,North Zone 2,6.83,15.1,3.37,11,84.13,True
D00443,2026-06-22,South Zone 2,16.05,60.8,4.44,10,104.0,True
D00444,2026-06-07,South Zone 2,14.08,45.6,1.78,7,86.93,True
D00445,2026-05-24,North Zone 1,4.7,6.2,3.75,7,61.01,True
D00446,2026-05-19,West Zone 1,15.99,74.5,3.54,8,96.1,False
D00447,2026-06-02,South Zone 2,13.78,60.5,3.37,4,98.54,True
D00448,2026-07-10,South Zone 2,14.5,43.9,2.56,8,94.36,True
D00449,2026-05-07,South Zone 2,10.25,37.6,8.66,3,105.38,True
D00450,2026-06-14,South Zone 2,11.34,36.1,0.81,6,88.1,True
D00451,2026-06-12,North Zone 2,8.95,17.9,8.64,10,87.4,True
D00452,2026-06-23,South Zone 1,2.05,4.0,10.27,9,73.34,True
D00453,2026-05-20,West Zone 1,13.83,72.3,8.06,8,88.14,True
D00454,2026-05-30,West Zone 1,16.11,48.4,2.44,15,96.47,True
D00455,2026-06-06,West Zone 1,11.92,42.1,2.86,8,95.57,True
D00456,2026-05-23,West Zone 1,15.9,54.3,3.31,9,107.21,True
D00457,2026-05-13,South Zone 1,5.03,13.2,3.08,7,66.43,True
D00458,2026-05-17,North Zone 1,9.88,25.3,1.58,4,85.5,True
D00459,2026-05-15,West Zone 1,16.32,54.2,3.37,6,96.39,True
D00460,2026-06-05,North Zone 1,5.8,10.2,4.39,12,73.17,True
D00461,2026-06-05,South Zone 2,9.61,29.5,1.57,9,88.01,True
D00462,2026-05-22,East Zone 1,5.3,15.0,12.21,6,85.72,True
D00463,2026-05-21,South Zone 1,9.87,17.0,2.14,6,95.82,True
D00464,2026-06-19,South Zone 2,14.54,45.1,8.6,10,110.74,False
D00465,2026-06-14,East Zone 1,10.97,26.2,2.76,7,89.92,True
D00466,2026-05-07,South Zone 1,2.9,9.4,10.73,6,83.26,True
D00467,2026-05-12,South Zone 1,3.87,8.0,1.9,6,65.19,True
D00468,2026-05-23,West Zone 1,19.19,72.8,0.76,6,106.25,True
D00469,2026-05-12,North Zone 1,3.43,11.2,6.99,15,76.72,True
D00470,2026-06-06,South Zone 1,4.76,6.8,5.28,9,64.31,True
D00471,2026-05-05,South Zone 2,15.85,62.5,3.89,4,103.72,True
D00472,2026-05-21,South Zone 1,5.08,15.8,9.52,7,74.42,False
D00473,2026-07-06,North Zone 2,8.06,26.1,7.89,7,93.74,True
D00474,2026-05-31,North Zone 1,6.41,9.1,0.56,4,65.22,True
D00475,2026-06-19,East Zone 1,12.31,28.4,2.09,9,87.9,True
D00476,2026-06-29,East Zone 1,13.57,37.0,8.65,8,99.88,True
D00477,2026-07-05,North Zone 1,1.18,4.0,1.16,9,53.13,True
D00478,2026-05-12,South Zone 1,4.27,7.0,7.28,6,62.44,True
D00479,2026-05-14,North Zone 1,8.64,17.2,3.23,9,82.22,True
D00480,2026-05-06,North Zone 2,8.59,27.1,0.56,6,66.02,True
D00481,2026-05-27,South Zone 1,8.72,12.4,2.28,5,74.33,False
D00482,2026-05-22,South Zone 1,4.65,5.6,6.02,6,67.05,True
D00483,2026-05-26,South Zone 2,11.64,40.9,7.79,9,81.27,True
D00484,2026-05-30,North Zone 2,9.16,28.6,5.08,11,81.94,True
D00485,2026-06-11,North Zone 1,6.85,13.6,2.29,9,64.78,True
D00486,2026-06-08,East Zone 1,6.03,14.6,1.41,8,73.28,True
D00487,2026-06-25,North Zone 1,12.11,15.7,3.09,4,83.85,True
D00488,2026-06-22,East Zone 1,5.04,5.3,11.58,4,92.61,True
D00489,2026-05-29,West Zone 1,10.54,36.4,2.69,4,82.08,True
D00490,2026-05-09,South Zone 1,6.56,7.6,1.24,7,62.12,True
D00491,2026-05-05,West Zone 1,13.14,63.5,8.9,11,99.56,True
D00492,2026-05-14,North Zone 2,3.21,13.6,2.81,13,55.65,True
D00493,2026-06-25,North Zone 1,5.69,14.5,4.26,8,73.8,True
D00494,2026-07-11,North Zone 1,10.34,25.2,6.18,8,92.31,True
D00495,2026-05-30,West Zone 1,13.34,41.8,6.98,9,89.68,True
D00496,2026-05-28,North Zone 2,7.44,24.2,2.45,8,70.37,True
D00497,2026-05-05,East Zone 1,9.53,28.0,2.3,8,79.89,False
D00498,2026-05-12,West Zone 1,14.34,63.3,3.01,13,96.38,True
D00499,2026-05-09,South Zone 2,15.46,45.0,10.33,4,111.27,True
D00500,2026-07-11,South Zone 2,15.18,49.5,10.97,3,107.28,True
D00501,2026-05-12,South Zone 1,6.2,11.9,0.98,6,57.94,True
D00502,2026-05-30,North Zone 1,8.9,15.5,2.99,5,68.62,True
D00503,2026-06-13,West Zone 1,13.05,44.6,3.77,9,94.11,True
D00504,2026-06-05,South Zone 1,1.35,4.0,8.21,9,68.21,True
D00505,2026-06-13,East Zone 1,5.89,10.9,2.37,4,74.4,True
D00506,2026-06-13,East Zone 1,4.63,8.4,1.74,10,57.95,True
D00507,2026-06-18,North Zone 2,9.9,28.7,7.49,9,88.13,True
D00508,2026-06-20,South Zone 1,4.52,4.0,10.06,10,75.84,True
D00509,2026-07-12,North Zone 1,7.4,17.3,11.44,9,82.0,True
D00510,2026-06-10,South Zone 1,4.31,8.5,5.47,3,71.46,True
D00511,2026-07-07,West Zone 1,12.2,55.1,1.73,5,83.52,True
D00512,2026-06-09,South Zone 1,5.38,7.7,8.79,8,86.99,True
D00513,2026-06-01,West Zone 1,13.34,56.4,2.89,9,99.8,True
D00514,2026-05-17,South Zone 1,3.94,7.0,5.04,3,77.23,True
D00515,2026-05-19,North Zone 1,8.25,12.7,15.64,12,100.91,True
D00516,2026-06-10,South Zone 2,12.12,52.0,0.23,5,83.4,True
D00517,2026-06-11,West Zone 1,13.78,54.5,1.95,7,84.75,True
D00518,2026-05-31,North Zone 1,6.95,19.2,0.94,3,71.45,True
D00519,2026-06-28,South Zone 1,6.4,6.6,6.6,7,81.01,True
D00520,2026-06-04,North Zone 2,9.88,27.9,4.85,5,84.2,True
D00521,2026-06-01,North Zone 1,12.27,23.2,2.09,5,86.76,True
D00522,2026-06-24,East Zone 1,9.42,29.1,4.59,9,82.85,True
D00523,2026-06-11,North Zone 1,6.84,15.1,5.76,6,74.33,True
D00524,2026-06-13,East Zone 1,9.11,18.0,5.2,8,78.08,True
D00525,2026-07-06,South Zone 1,2.32,8.0,1.41,6,59.39,True
D00526,2026-05-30,South Zone 2,10.69,28.1,7.9,3,86.65,True
D00527,2026-05-04,North Zone 2,6.62,12.5,0.71,8,62.73,False
D00528,2026-07-10,North Zone 1,7.35,10.2,6.31,8,78.14,True
D00529,2026-05-17,South Zone 2,13.05,33.5,1.2,9,87.08,True
D00530,2026-05-29,South Zone 1,8.48,8.7,3.52,5,82.17,True
D00531,2026-05-25,South Zone 2,13.42,48.7,0.81,7,86.7,True
D00532,2026-05-04,South Zone 1,1.1,4.1,2.41,7,54.47,True
D00533,2026-07-06,South Zone 1,5.12,9.1,3.77,4,70.13,True
D00534,2026-07-12,South Zone 1,5.36,5.9,2.66,5,59.65,True
D00535,2026-06-04,South Zone 1,4.31,4.0,1.19,8,75.88,True
D00536,2026-05-29,West Zone 1,13.61,54.5,9.91,6,109.73,True
D00537,2026-05-10,East Zone 1,7.13,18.2,5.21,9,73.8,True
D00538,2026-05-07,North Zone 2,12.09,34.2,3.54,10,78.83,True
D00539,2026-05-24,North Zone 1,5.83,8.8,3.54,6,62.61,True
D00540,2026-05-05,South Zone 2,12.95,44.7,3.37,8,90.89,True
D00541,2026-06-29,North Zone 1,0.5,4.0,5.89,11,58.41,True
D00542,2026-06-24,North Zone 1,7.23,16.3,2.92,8,68.93,False
D00543,2026-07-09,North Zone 2,7.94,24.7,1.21,5,58.56,True
D00544,2026-06-13,South Zone 2,8.12,22.5,4.29,6,73.92,True
D00545,2026-05-19,West Zone 1,15.11,67.7,6.01,9,89.93,True
D00546,2026-05-29,South Zone 1,4.69,7.6,0.2,13,57.28,True
D00547,2026-06-20,South Zone 1,0.5,4.0,3.19,6,45.07,True
D00548,2026-06-09,North Zone 1,8.4,19.7,5.82,8,79.6,False
D00549,2026-06-10,North Zone 1,10.3,23.8,1.92,6,80.22,True
D00550,2026-05-14,South Zone 1,3.99,4.6,0.87,7,63.38,True
D00551,2026-07-06,South Zone 2,11.45,45.4,2.25,9,89.0,True
D00552,2026-06-12,South Zone 1,3.6,7.3,3.3,2,70.54,True
D00553,2026-07-11,North Zone 2,11.35,29.7,0.52,9,81.99,True
D00554,2026-05-30,North Zone 2,6.29,13.4,6.34,8,76.44,True
D00555,2026-05-22,North Zone 1,8.95,14.9,0.72,6,73.95,True
D00556,2026-06-22,East Zone 1,8.01,20.1,0.6,9,69.25,True
D00557,2026-06-29,South Zone 1,7.15,6.9,1.63,9,74.6,True
D00558,2026-05-11,East Zone 1,6.97,16.6,3.97,9,75.69,True
D00559,2026-06-15,East Zone 1,6.49,15.4,1.0,5,66.83,True
D00560,2026-06-10,South Zone 1,1.2,4.0,4.81,5,62.41,True
D00561,2026-05-24,East Zone 1,10.95,22.8,5.32,6,82.64,True
D00562,2026-05-25,West Zone 1,12.59,55.4,8.79,8,104.41,True
D00563,2026-07-06,West Zone 1,18.05,72.6,8.85,8,116.05,False
D00564,2026-06-21,North Zone 2,7.5,22.3,0.35,5,62.62,True
D00565,2026-05-29,East Zone 1,11.26,24.3,0.36,8,78.2,True
D00566,2026-05-29,South Zone 1,4.9,9.7,0.82,8,55.7,True
D00567,2026-05-14,North Zone 2,9.67,26.7,2.88,17,75.91,False
D00568,2026-05-27,North Zone 1,5.63,8.2,0.91,6,58.81,True
D00569,2026-07-01,South Zone 1,0.5,4.0,1.31,2,54.93,True
D00570,2026-06-22,North Zone 2,6.34,17.6,5.39,10,76.65,True
D00571,2026-05-04,South Zone 1,0.5,4.0,1.74,10,45.28,True
D00572,2026-06-25,South Zone 1,4.41,11.8,1.22,10,61.18,True
D00573,2026-05-12,West Zone 1,15.78,70.7,4.86,4,113.37,True
D00574,2026-07-12,South Zone 2,10.46,28.8,0.89,6,72.13,False
D00575,2026-05-22,North Zone 1,11.1,19.0,6.03,9,90.39,True
D00576,2026-06-15,North Zone 2,7.81,19.1,3.65,8,71.86,True
D00577,2026-05-17,West Zone 1,12.66,42.8,6.23,10,95.86,True
D00578,2026-05-23,North Zone 1,6.11,9.5,7.84,5,77.81,True
D00579,2026-06-13,East Zone 1,7.5,6.4,0.73,6,79.88,True
D00580,2026-06-20,South Zone 1,4.33,9.0,9.3,10,75.16,True
D00581,2026-06-08,West Zone 1,13.08,53.8,1.93,11,97.63,True
D00582,2026-05-05,North Zone 2,4.34,14.0,1.67,10,57.26,True
D00583,2026-06-13,North Zone 1,7.87,12.5,1.46,6,76.05,True
D00584,2026-05-20,North Zone 1,1.93,4.2,0.88,6,54.96,True
D00585,2026-05-29,North Zone 2,11.75,33.0,4.4,4,86.73,True
D00586,2026-06-21,North Zone 1,9.45,17.8,1.43,9,69.52,True
D00587,2026-07-11,North Zone 2,6.83,16.0,8.48,8,85.8,True
D00588,2026-07-07,South Zone 1,8.04,31.6,5.46,5,91.21,True
D00589,2026-05-31,North Zone 1,2.98,11.5,3.21,7,55.32,True
D00590,2026-06-11,South Zone 2,13.36,42.3,0.92,3,84.62,True
D00591,2026-05-18,East Zone 1,11.13,31.5,6.08,5,95.46,True
D00592,2026-05-11,South Zone 1,6.14,16.6,5.03,7,77.49,True
D00593,2026-07-04,South Zone 1,3.16,9.0,4.32,5,59.44,True
D00594,2026-05-30,South Zone 1,6.77,18.7,6.96,5,77.22,True
D00595,2026-06-13,South Zone 2,8.91,23.4,2.94,5,78.03,True
D00596,2026-06-13,North Zone 2,6.33,17.7,3.88,9,74.43,True
D00597,2026-07-01,South Zone 2,9.95,43.9,2.5,10,74.75,False
D00598,2026-05-23,North Zone 2,5.87,11.5,1.5,6,69.19,True
D00599,2026-06-18,South Zone 1,5.2,8.4,2.63,8,63.88,True
D00600,2026-05-11,North Zone 2,6.64,14.0,7.98,10,71.3,True
D00601,2026-06-08,South Zone 2,12.32,42.4,4.05,5,108.25,True
D00602,2026-06-04,South Zone 1,4.23,4.0,2.59,9,59.29,True
D00603,2026-07-05,North Zone 1,9.91,18.7,3.82,3,80.51,True
D00604,2026-06-14,West Zone 1,12.5,51.0,4.21,10,95.32,True
D00605,2026-06-16,South Zone 1,10.04,21.5,5.48,7,82.33,True
D00606,2026-06-24,North Zone 1,11.61,37.2,9.58,3,90.08,True
D00607,2026-05-27,West Zone 1,13.92,59.5,2.04,11,103.49,True
D00608,2026-07-03,West Zone 1,19.21,69.7,1.63,10,110.16,True
D00609,2026-05-14,North Zone 1,8.3,11.0,2.26,8,85.02,True
D00610,2026-05-09,North Zone 2,8.1,16.4,2.78,6,73.06,True
D00611,2026-06-25,North Zone 1,6.37,16.5,3.82,5,76.39,True
D00612,2026-06-23,West Zone 1,15.64,70.5,6.38,5,113.69,True
D00613,2026-06-09,North Zone 2,9.12,29.1,3.37,4,94.13,True
D00614,2026-05-08,North Zone 2,6.23,19.3,3.11,8,82.58,True
D00615,2026-06-07,South Zone 2,9.43,33.0,2.67,9,83.6,True
D00616,2026-05-16,South Zone 1,5.04,9.6,4.49,8,67.86,True
D00617,2026-05-06,North Zone 1,8.85,21.9,7.84,4,99.75,True
D00618,2026-05-11,North Zone 2,7.97,21.2,6.58,4,77.81,True
D00619,2026-06-23,South Zone 2,12.12,45.6,0.8,3,83.31,False
D00620,2026-06-29,South Zone 1,0.5,4.0,3.34,7,52.3,True
D00621,2026-06-26,West Zone 1,15.39,58.1,5.6,4,116.5,True
D00622,2026-06-01,East Zone 1,10.14,20.4,2.7,7,83.79,True
D00623,2026-05-17,North Zone 2,12.39,28.9,2.5,7,83.8,True
D00624,2026-06-25,South Zone 1,2.58,4.0,1.27,8,44.72,True
D00625,2026-05-26,South Zone 1,2.02,4.0,7.62,8,64.12,True
D00626,2026-05-18,West Zone 1,14.37,57.4,4.48,19,106.92,True
D00627,2026-07-09,East Zone 1,5.25,15.7,2.06,6,61.59,True
D00628,2026-05-14,South Zone 1,6.65,12.7,1.77,7,66.73,True
D00629,2026-07-04,North Zone 2,12.67,30.3,1.05,6,89.21,True
D00630,2026-06-18,South Zone 1,6.51,4.0,2.75,9,53.69,False
D00631,2026-06-14,North Zone 2,9.55,26.1,5.47,5,83.18,True
D00632,2026-05-16,West Zone 1,13.26,45.6,2.31,8,98.78,True
D00633,2026-06-03,East Zone 1,7.46,22.3,2.25,4,68.48,True
D00634,2026-06-05,South Zone 2,15.55,52.9,3.48,8,93.91,True
D00635,2026-05-13,South Zone 2,14.39,57.2,2.97,5,98.98,True
D00636,2026-05-27,South Zone 1,1.75,4.0,0.3,2,37.98,True
D00637,2026-05-30,West Zone 1,18.93,63.2,6.1,8,124.98,False
D00638,2026-05-06,North Zone 1,6.33,13.4,3.33,8,72.06,True
D00639,2026-05-16,West Zone 1,14.4,39.3,2.57,8,96.68,True
D00640,2026-05-12,East Zone 1,10.9,30.7,2.51,14,81.69,True
D00641,2026-06-30,North Zone 1,5.57,7.5,5.66,8,62.97,True
D00642,2026-05-29,East Zone 1,11.58,19.6,0.63,12,92.01,True
D00643,2026-07-07,South Zone 2,9.03,32.8,11.23,7,87.23,True
D00644,2026-05-12,South Zone 2,15.49,63.4,2.16,5,92.27,True
D00645,2026-06-30,South Zone 2,10.83,38.6,2.2,5,82.67,True
D00646,2026-07-10,North Zone 2,7.55,17.9,5.56,10,82.57,True
D00647,2026-05-14,North Zone 1,8.5,10.6,2.2,10,79.55,True
D00648,2026-06-14,North Zone 1,6.78,9.2,5.45,7,86.19,True
D00649,2026-06-04,North Zone 2,12.38,40.6,1.13,8,93.56,True
D00650,2026-06-20,North Zone 1,2.62,8.3,4.83,4,54.37,False
D00651,2026-05-15,North Zone 2,8.79,15.5,10.96,4,94.8,True
D00652,2026-06-25,North Zone 2,6.08,12.8,9.64,7,84.01,True
D00653,2026-05-24,North Zone 2,3.39,5.1,1.23,5,48.22,True
D00654,2026-07-09,North Zone 1,6.25,14.1,1.2,10,71.1,True
D00655,2026-06-27,North Zone 1,4.99,9.4,1.96,9,68.62,False
D00656,2026-05-21,East Zone 1,14.02,39.5,7.39,9,103.75,True
D00657,2026-06-03,South Zone 2,20.59,81.9,1.77,7,113.36,True
D00658,2026-06-16,North Zone 1,9.19,23.9,6.85,8,93.11,True
D00659,2026-06-01,West Zone 1,11.31,44.0,2.22,4,82.83,True
D00660,2026-05-10,South Zone 2,10.53,27.8,0.7,5,78.36,True
D00661,2026-06-12,East Zone 1,7.88,22.3,4.66,7,81.88,True
D00662,2026-06-10,East Zone 1,7.24,23.1,1.55,7,73.78,True
D00663,2026-05-25,South Zone 2,10.61,36.2,5.12,6,85.84,True
D00664,2026-05-28,East Zone 1,3.37,10.2,6.49,6,68.96,True
D00665,2026-05-22,North Zone 1,3.29,7.9,4.7,8,73.97,True
D00666,2026-06-05,West Zone 1,13.06,51.7,6.33,5,97.83,True
D00667,2026-06-11,North Zone 2,11.52,26.1,2.29,11,74.81,True
D00668,2026-05-27,South Zone 2,16.1,71.4,1.28,5,93.17,True
D00669,2026-06-15,North Zone 2,7.89,21.8,1.9,9,74.93,True
D00670,2026-06-12,North Zone 2,7.07,12.6,1.64,7,75.48,True
D00671,2026-06-10,North Zone 1,6.43,12.7,5.18,5,82.69,True
D00672,2026-05-18,West Zone 1,12.59,53.8,5.39,2,99.83,True
D00673,2026-07-11,North Zone 2,10.43,25.0,8.49,14,83.54,True
D00674,2026-05-09,East Zone 1,4.63,11.4,3.37,8,50.94,True
D00675,2026-06-03,North Zone 2,8.99,32.7,1.48,7,75.51,True
D00676,2026-06-13,West Zone 1,14.19,46.2,1.33,10,105.82,True
D00677,2026-06-03,North Zone 2,9.89,23.9,3.75,7,80.95,False
D00678,2026-05-29,East Zone 1,8.41,16.7,1.9,5,84.88,True
D00679,2026-05-09,North Zone 2,9.36,18.2,2.33,5,96.91,True
D00680,2026-06-22,North Zone 2,5.0,17.0,8.11,7,71.54,True
D00681,2026-06-07,West Zone 1,14.63,60.5,4.93,7,98.84,True
D00682,2026-05-29,North Zone 2,11.4,24.7,3.68,3,97.84,True
D00683,2026-06-23,West Zone 1,12.66,60.7,0.94,10,86.05,False
D00684,2026-06-12,West Zone 1,16.65,62.9,4.68,6,106.65,True
D00685,2026-06-05,North Zone 1,3.81,4.0,2.37,7,62.77,True
D00686,2026-07-01,South Zone 1,2.14,4.0,3.99,8,63.08,True
D00687,2026-06-13,South Zone 2,11.13,39.2,4.49,4,87.57,True
D00688,2026-05-16,North Zone 1,1.87,6.1,1.31,5,68.79,True
D00689,2026-05-23,North Zone 1,4.47,8.0,3.68,7,54.96,True
D00690,2026-05-10,South Zone 2,13.73,44.1,1.28,8,97.88,True
D00691,2026-05-09,North Zone 1,10.06,17.3,2.29,11,78.28,True
D00692,2026-05-26,South Zone 1,5.58,4.6,1.32,5,79.35,True
D00693,2026-06-04,West Zone 1,12.43,51.7,1.95,7,104.5,True
D00694,2026-06-21,East Zone 1,9.47,18.7,2.98,6,79.13,True
D00695,2026-05-12,West Zone 1,15.59,70.5,6.33,3,110.31,False
D00696,2026-06-15,South Zone 2,11.08,43.3,1.3,6,83.13,False
D00697,2026-07-10,South Zone 1,3.23,6.8,3.26,9,70.48,True
D00698,2026-06-28,North Zone 2,10.83,33.4,6.58,2,95.47,True
D00699,2026-07-10,South Zone 2,15.2,54.0,5.2,6,102.43,True
D00700,2026-05-29,South Zone 2,12.47,42.7,10.87,6,101.39,False
D00701,2026-06-02,West Zone 1,14.03,62.9,2.07,7,103.33,True
D00702,2026-05-12,East Zone 1,8.62,25.8,5.52,7,80.86,True
D00703,2026-06-30,West Zone 1,14.68,64.2,6.45,9,95.37,False
D00704,2026-06-17,South Zone 2,11.77,46.0,7.25,6,101.97,False
D00705,2026-05-10,North Zone 1,4.53,10.9,2.33,6,66.93,True
D00706,2026-05-23,North Zone 1,5.48,7.3,2.54,6,66.57,True
D00707,2026-05-04,West Zone 1,17.36,67.4,0.35,7,101.7,True
D00708,2026-05-05,South Zone 2,11.67,39.1,17.25,7,118.79,True
D00709,2026-05-11,North Zone 1,5.99,14.6,2.7,10,67.87,True
D00710,2026-06-04,West Zone 1,10.95,44.4,0.2,5,79.1,True
D00711,2026-07-11,North Zone 2,10.56,18.6,0.49,4,80.62,True
D00712,2026-05-22,South Zone 1,7.51,13.7,4.61,7,69.85,True
D00713,2026-06-23,West Zone 1,14.97,61.1,4.32,4,91.66,True
D00714,2026-06-17,East Zone 1,9.4,26.9,5.14,5,84.88,True
D00715,2026-06-24,East Zone 1,4.64,11.9,0.84,7,59.06,True
D00716,2026-05-25,South Zone 1,4.41,6.6,0.57,6,62.24,True
D00717,2026-06-29,South Zone 2,13.41,48.0,2.52,7,96.26,True
D00718,2026-05-20,South Zone 1,8.19,17.6,1.09,8,82.23,True
D00719,2026-05-04,South Zone 1,3.4,4.9,4.71,4,64.45,True
D00720,2026-05-25,North Zone 2,9.19,28.0,11.4,8,111.53,False
D00721,2026-05-04,West Zone 1,17.08,64.6,2.74,3,107.2,True
D00722,2026-06-06,North Zone 1,6.66,10.2,10.69,8,86.31,True
D00723,2026-07-09,East Zone 1,7.35,19.5,3.98,7,69.54,True
D00724,2026-06-19,South Zone 2,6.67,18.7,7.36,3,85.71,True
D00725,2026-05-19,South Zone 2,13.59,62.3,1.69,1,89.89,False
D00726,2026-06-20,South Zone 1,4.78,6.1,4.87,7,64.53,False
D00727,2026-06-02,South Zone 1,4.95,5.4,1.0,2,68.36,True
D00728,2026-06-29,South Zone 1,5.76,12.8,8.28,5,77.96,True
D00729,2026-05-27,South Zone 1,4.54,9.6,6.24,3,79.57,True
D00730,2026-05-25,North Zone 2,10.92,33.9,2.86,14,75.55,True
D00731,2026-06-02,East Zone 1,8.8,25.8,4.97,7,91.35,False
