delivery_id,van_id,depot_id,zone_id,dispatch_time,delivered_time,promised_window_start,promised_window_end,distance_km,package_weight_kg,shipment_volume,transport_cost,first_attempt_success,delivery_outcome
D00314,VAN-30,DEPOT-B,West Zone 1,2026-05-07 14:26:00,2026-05-07 15:21:29.139612671,2026-05-07 09:00:00,2026-05-07 16:00:00,13.13,9.37,6,103.33,True,DELIVERED
D00315,VAN-05,DEPOT-A,West Zone 1,2026-06-03 14:55:00,2026-06-03 15:35:58.309783149,2026-06-03 09:00:00,2026-06-03 16:00:00,8.79,3.4,5,78.69,True,DELIVERED
D00316,VAN-49,DEPOT-C,East Zone 1,2026-06-09 10:36:00,2026-06-09 11:05:35.364445974,2026-06-09 09:00:00,2026-06-09 12:00:00,10.99,0.57,6,72.7,True,DELIVERED
D00317,VAN-55,DEPOT-A,West Zone 1,2026-05-15 14:58:00,2026-05-15 16:00:47.864753187,2026-05-15 09:00:00,2026-05-15 16:00:00,16.64,1.49,6,95.21,True,DELIVERED
D00318,VAN-55,DEPOT-C,South Zone 1,2026-05-14 09:55:00,2026-05-14 10:10:36.286605272,2026-05-14 09:00:00,2026-05-14 11:00:00,4.6,8.34,8,75.2,True,DELIVERED
D00319,VAN-37,DEPOT-C,West Zone 1,2026-05-16 11:34:00,2026-05-16 12:29:16.782817042,2026-05-16 09:00:00,2026-05-16 13:00:00,15.57,2.23,10,95.1,True,DELIVERED
D00320,VAN-21,DEPOT-C,West Zone 1,2026-07-03 09:33:00,2026-07-03 10:29:36.324064192,2026-07-03 09:00:00,2026-07-03 11:00:00,15.47,0.58,6,86.17,True,DELIVERED
D00321,VAN-47,DEPOT-C,North Zone 1,2026-05-12 07:55:00,2026-05-12 08:14:36.464089707,2026-05-12 09:00:00,2026-05-12 09:00:00,8.69,5.78,6,73.68,True,DELIVERED
D00322,VAN-43,DEPOT-B,South Zone 2,2026-07-11 09:17:00,2026-07-11 09:52:52.319985855,2026-07-11 09:00:00,2026-07-11 11:00:00,13.95,0.86,3,85.58,True,DELIVERED
D00323,VAN-26,DEPOT-A,North Zone 1,2026-06-12 13:19:00,2026-06-12 13:33:59.296384516,2026-06-12 09:00:00,2026-06-12 15:00:00,8.73,1.3,7,82.8,False,REDELIVERY_REQUIRED
D00324,VAN-43,DEPOT-C,South Zone 2,2026-06-14 10:27:00,2026-06-14 10:53:28.795773344,2026-06-14 09:00:00,2026-06-14 12:00:00,10.07,1.19,7,73.08,True,DELIVERED
D00325,VAN-08,DEPOT-C,West Zone 1,2026-05-07 15:10:00,2026-05-07 16:16:40.007527312,2026-05-07 09:00:00,2026-05-07 17:00:00,16.74,3.41,4,98.42,False,REDELIVERY_REQUIRED
D00326,VAN-18,DEPOT-B,North Zone 2,2026-05-05 15:31:00,2026-05-05 15:53:34.096010363,2026-05-05 09:00:00,2026-05-05 17:00:00,9.9,6.2,9,92.92,True,DELIVERED
D00327,VAN-30,DEPOT-A,South Zone 1,2026-05-15 14:01:00,2026-05-15 14:10:36.033715307,2026-05-15 09:00:00,2026-05-15 16:00:00,4.45,7.96,8,72.05,True,DELIVERED
D00328,VAN-02,DEPOT-C,South Zone 1,2026-06-12 17:05:00,2026-06-12 17:15:41.305439741,2026-06-12 09:00:00,2026-06-12 19:00:00,2.81,6.81,2,71.58,True,DELIVERED
D00329,VAN-03,DEPOT-B,North Zone 2,2026-06-01 10:24:00,2026-06-01 10:47:28.641544901,2026-06-01 09:00:00,2026-06-01 12:00:00,8.41,5.84,6,73.89,True,DELIVERED
D00330,VAN-16,DEPOT-A,South Zone 1,2026-05-18 13:06:00,2026-05-18 13:22:07.234875496,2026-05-18 09:00:00,2026-05-18 15:00:00,6.2,4.06,10,71.06,True,DELIVERED
D00331,VAN-11,DEPOT-C,East Zone 1,2026-05-26 17:52:00,2026-05-26 18:20:19.574483239,2026-05-26 09:00:00,2026-05-26 19:00:00,8.28,1.73,12,65.73,True,DELIVERED
D00332,VAN-46,DEPOT-C,South Zone 2,2026-06-11 17:18:00,2026-06-11 17:39:04.696371603,2026-06-11 09:00:00,2026-06-11 19:00:00,7.28,6.71,7,88.72,True,DELIVERED
D00333,VAN-46,DEPOT-A,South Zone 2,2026-05-27 08:00:00,2026-05-27 08:58:09.119108286,2026-05-27 09:00:00,2026-05-27 10:00:00,11.85,1.25,7,87.14,True,DELIVERED
D00334,VAN-20,DEPOT-C,South Zone 1,2026-05-10 16:38:00,2026-05-10 16:42:00.000000000,2026-05-10 09:00:00,2026-05-10 18:00:00,2.07,2.8,8,48.65,True,DELIVERED
D00335,VAN-32,DEPOT-B,East Zone 1,2026-06-19 10:49:00,2026-06-19 11:05:40.078244624,2026-06-19 09:00:00,2026-06-19 12:00:00,9.34,1.69,7,80.27,True,DELIVERED
D00336,VAN-02,DEPOT-A,South Zone 2,2026-06-18 16:54:00,2026-06-18 17:37:15.860883812,2026-06-18 09:00:00,2026-06-18 18:00:00,14.17,2.12,8,98.89,True,DELIVERED
D00337,VAN-40,DEPOT-A,South Zone 2,2026-05-14 12:59:00,2026-05-14 13:43:12.842716706,2026-05-14 09:00:00,2026-05-14 14:00:00,11.42,4.24,8,80.27,True,DELIVERED
D00338,VAN-38,DEPOT-B,North Zone 2,2026-05-17 11:27:00,2026-05-17 11:50:37.738124724,2026-05-17 09:00:00,2026-05-17 13:00:00,10.33,3.07,7,79.61,True,DELIVERED
D00339,VAN-03,DEPOT-B,East Zone 1,2026-05-14 08:33:00,2026-05-14 08:58:02.382123911,2026-05-14 09:00:00,2026-05-14 10:00:00,12.94,4.42,8,88.98,True,DELIVERED
D00340,VAN-03,DEPOT-C,West Zone 1,2026-05-30 18:29:00,2026-05-30 19:11:10.875199402,2026-05-30 09:00:00,2026-05-30 20:00:00,12.15,5.2,10,87.35,True,DELIVERED
D00341,VAN-54,DEPOT-A,East Zone 1,2026-05-14 07:07:00,2026-05-14 07:35:44.791990717,2026-05-14 09:00:00,2026-05-14 09:00:00,10.68,8.08,6,103.49,True,DELIVERED
D00342,VAN-28,DEPOT-A,West Zone 1,2026-07-08 14:31:00,2026-07-08 15:41:51.241793977,2026-07-08 09:00:00,2026-07-08 16:00:00,14.97,4.18,5,107.21,True,DELIVERED
D00343,VAN-57,DEPOT-B,West Zone 1,2026-06-09 15:05:00,2026-06-09 16:05:35.996539317,2026-06-09 09:00:00,2026-06-09 17:00:00,13.8,1.11,7,91.13,True,DELIVERED
D00344,VAN-51,DEPOT-A,North Zone 1,2026-07-04 10:54:00,2026-07-04 11:02:23.247209839,2026-07-04 09:00:00,2026-07-04 12:00:00,5.67,3.7,8,71.63,True,DELIVERED
D00345,VAN-29,DEPOT-A,South Zone 2,2026-06-08 14:06:00,2026-06-08 14:45:45.838933701,2026-06-08 09:00:00,2026-06-08 16:00:00,11.97,2.73,6,80.69,True,DELIVERED
D00346,VAN-28,DEPOT-A,South Zone 1,2026-05-14 14:34:00,2026-05-14 14:38:00.000000000,2026-05-14 09:00:00,2026-05-14 16:00:00,1.44,1.62,9,44.59,True,DELIVERED
D00347,VAN-14,DEPOT-B,North Zone 2,2026-06-15 12:22:00,2026-06-15 12:42:56.679416477,2026-06-15 09:00:00,2026-06-15 14:00:00,9.08,4.82,9,88.37,True,DELIVERED
D00348,VAN-45,DEPOT-A,North Zone 2,2026-07-04 17:18:00,2026-07-04 17:32:59.431808302,2026-07-04 09:00:00,2026-07-04 19:00:00,7.43,3.6,5,69.63,True,DELIVERED
D00349,VAN-05,DEPOT-A,South Zone 2,2026-07-04 07:08:00,2026-07-04 07:46:45.090570735,2026-07-04 09:00:00,2026-07-04 09:00:00,13.21,0.94,10,82.79,True,DELIVERED
D00350,VAN-32,DEPOT-B,South Zone 2,2026-06-07 18:36:00,2026-06-07 19:24:08.482493757,2026-06-07 09:00:00,2026-06-07 20:00:00,13.56,4.99,8,95.6,True,DELIVERED
D00351,VAN-33,DEPOT-B,South Zone 1,2026-06-11 07:03:00,2026-06-11 07:07:00.000000000,2026-06-11 09:00:00,2026-06-11 09:00:00,2.35,5.26,9,56.06,True,DELIVERED
D00352,VAN-31,DEPOT-A,North Zone 1,2026-06-16 18:00:00,2026-06-16 18:14:19.766800216,2026-06-16 09:00:00,2026-06-16 20:00:00,4.64,4.33,5,61.09,True,DELIVERED
D00353,VAN-08,DEPOT-B,North Zone 1,2026-06-22 12:02:00,2026-06-22 12:08:58.639616567,2026-06-22 09:00:00,2026-06-22 14:00:00,2.94,4.56,6,60.18,True,DELIVERED
D00354,VAN-03,DEPOT-A,East Zone 1,2026-06-14 09:21:00,2026-06-14 09:45:27.490959171,2026-06-14 09:00:00,2026-06-14 11:00:00,9.7,1.66,4,77.64,True,DELIVERED
D00355,VAN-52,DEPOT-A,West Zone 1,2026-06-21 18:15:00,2026-06-21 19:12:39.766097706,2026-06-21 09:00:00,2026-06-21 20:00:00,14.42,1.15,9,103.49,True,DELIVERED
D00356,VAN-36,DEPOT-A,East Zone 1,2026-06-13 17:25:00,2026-06-13 17:42:35.376940156,2026-06-13 09:00:00,2026-06-13 19:00:00,7.6,1.95,8,75.53,True,DELIVERED
D00357,VAN-14,DEPOT-C,South Zone 1,2026-06-30 07:05:00,2026-06-30 07:09:00.000000000,2026-06-30 09:00:00,2026-06-30 09:00:00,1.97,3.87,9,60.58,True,DELIVERED
D00358,VAN-58,DEPOT-C,North Zone 1,2026-05-10 18:06:00,2026-05-10 18:16:52.297670834,2026-05-10 09:00:00,2026-05-10 20:00:00,6.39,5.79,11,86.03,True,DELIVERED
D00359,VAN-20,DEPOT-C,North Zone 1,2026-07-06 09:22:00,2026-07-06 09:27:14.186038469,2026-07-06 09:00:00,2026-07-06 11:00:00,2.85,3.6,7,59.95,True,DELIVERED
D00360,VAN-49,DEPOT-C,North Zone 2,2026-05-10 10:36:00,2026-05-10 11:03:56.229017753,2026-05-10 09:00:00,2026-05-10 12:00:00,9.47,0.6,8,85.51,True,DELIVERED
D00361,VAN-60,DEPOT-B,North Zone 1,2026-07-04 17:14:00,2026-07-04 17:31:39.443649279,2026-07-04 09:00:00,2026-07-04 19:00:00,7.12,4.36,10,77.98,True,DELIVERED
D00362,VAN-47,DEPOT-A,East Zone 1,2026-06-30 08:41:00,2026-06-30 08:53:17.587777631,2026-06-30 09:00:00,2026-06-30 10:00:00,7.57,2.55,13,73.97,True,DELIVERED
D00363,VAN-21,DEPOT-B,South Zone 2,2026-06-20 13:42:00,2026-06-20 14:20:57.659841766,2026-06-20 09:00:00,2026-06-20 15:00:00,12.96,6.04,8,91.97,True,DELIVERED
D00364,VAN-39,DEPOT-B,South Zone 2,2026-06-28 11:40:00,2026-06-28 12:33:38.038156874,2026-06-28 09:00:00,2026-06-28 13:00:00,13.65,4.02,6,89.93,True,DELIVERED
D00365,VAN-18,DEPOT-B,North Zone 1,2026-06-05 08:53:00,2026-06-05 09:04:04.894328799,2026-06-05 09:00:00,2026-06-05 10:00:00,4.01,2.75,6,81.85,False,REDELIVERY_REQUIRED
D00366,VAN-33,DEPOT-B,East Zone 1,2026-06-24 18:40:00,2026-06-24 19:03:46.252219091,2026-06-24 09:00:00,2026-06-24 20:00:00,10.87,0.29,5,84.27,True,DELIVERED
D00367,VAN-08,DEPOT-C,South Zone 1,2026-05-16 07:42:00,2026-05-16 07:54:05.661826631,2026-05-16 09:00:00,2026-05-16 09:00:00,6.46,4.87,5,76.38,True,DELIVERED
D00368,VAN-50,DEPOT-B,West Zone 1,2026-06-14 10:31:00,2026-06-14 11:16:35.399204594,2026-06-14 09:00:00,2026-06-14 12:00:00,11.88,4.24,5,91.44,True,DELIVERED
D00369,VAN-48,DEPOT-C,North Zone 2,2026-07-04 13:38:00,2026-07-04 14:08:59.001615131,2026-07-04 09:00:00,2026-07-04 15:00:00,12.01,3.19,5,85.59,True,DELIVERED
D00370,VAN-06,DEPOT-A,North Zone 2,2026-05-24 13:27:00,2026-05-24 13:57:43.423573561,2026-05-24 09:00:00,2026-05-24 15:00:00,8.86,4.92,7,84.56,True,DELIVERED
D00371,VAN-32,DEPOT-B,North Zone 2,2026-06-11 07:14:00,2026-06-11 07:40:38.431630613,2026-06-11 09:00:00,2026-06-11 09:00:00,10.03,0.87,5,75.28,True,DELIVERED
D00372,VAN-10,DEPOT-A,East Zone 1,2026-06-18 17:20:00,2026-06-18 17:47:39.383908516,2026-06-18 09:00:00,2026-06-18 19:00:00,10.21,2.38,6,80.72,True,DELIVERED
D00373,VAN-51,DEPOT-A,West Zone 1,2026-06-21 09:14:00,2026-06-21 10:02:38.472359908,2026-06-21 09:00:00,2026-06-21 11:00:00,13.02,1.21,6,88.64,True,DELIVERED
D00374,VAN-28,DEPOT-C,North Zone 1,2026-06-19 17:30:00,2026-06-19 17:49:25.928656550,2026-06-19 09:00:00,2026-06-19 19:00:00,7.2,5.61,6,69.4,True,DELIVERED
D00375,VAN-59,DEPOT-C,West Zone 1,2026-06-13 08:22:00,2026-06-13 09:25:58.163109327,2026-06-13 09:00:00,2026-06-13 10:00:00,16.84,7.49,5,102.48,True,DELIVERED
D00376,VAN-43,DEPOT-C,South Zone 1,2026-06-27 08:51:00,2026-06-27 09:08:46.802457329,2026-06-27 09:00:00,2026-06-27 10:00:00,5.44,3.81,3,65.4,True,DELIVERED
D00377,VAN-17,DEPOT-A,South Zone 1,2026-07-11 13:53:00,2026-07-11 13:59:54.723869223,2026-07-11 09:00:00,2026-07-11 15:00:00,4.87,5.79,5,81.25,True,DELIVERED
D00378,VAN-35,DEPOT-A,West Zone 1,2026-07-12 11:52:00,2026-07-12 12:46:48.125443634,2026-07-12 09:00:00,2026-07-12 13:00:00,13.46,9.79,3,104.72,True,DELIVERED
D00379,VAN-15,DEPOT-C,North Zone 2,2026-05-22 12:30:00,2026-05-22 12:49:44.955304529,2026-05-22 09:00:00,2026-05-22 14:00:00,6.84,8.25,2,80.81,True,DELIVERED
D00380,VAN-07,DEPOT-C,North Zone 1,2026-07-05 15:38:00,2026-07-05 15:51:27.672141170,2026-07-05 09:00:00,2026-07-05 17:00:00,7.13,2.75,7,73.79,True,DELIVERED
D00381,VAN-32,DEPOT-B,North Zone 1,2026-06-09 15:37:00,2026-06-09 15:41:00.000000000,2026-06-09 09:00:00,2026-06-09 17:00:00,2.04,1.2,3,44.78,True,DELIVERED
D00382,VAN-33,DEPOT-C,North Zone 1,2026-05-20 17:20:00,2026-05-20 17:36:11.435297181,2026-05-20 09:00:00,2026-05-20 19:00:00,8.11,6.84,7,77.79,True,DELIVERED
D00383,VAN-41,DEPOT-A,North Zone 2,2026-07-01 15:25:00,2026-07-01 15:48:46.178502268,2026-07-01 09:00:00,2026-07-01 17:00:00,5.49,3.16,6,69.33,True,DELIVERED
D00384,VAN-07,DEPOT-A,South Zone 2,2026-07-03 12:00:00,2026-07-03 12:31:12.775796336,2026-07-03 09:00:00,2026-07-03 14:00:00,11.01,2.1,4,88.24,True,DELIVERED
D00385,VAN-42,DEPOT-B,North Zone 2,2026-06-17 10:43:00,2026-06-17 11:10:56.393068299,2026-06-17 09:00:00,2026-06-17 12:00:00,9.45,4.0,4,83.67,True,DELIVERED
D00386,VAN-19,DEPOT-C,South Zone 1,2026-06-27 15:19:00,2026-06-27 15:23:00.000000000,2026-06-27 09:00:00,2026-06-27 17:00:00,6.52,4.95,5,79.34,False,REDELIVERY_REQUIRED
D00387,VAN-36,DEPOT-B,North Zone 1,2026-06-21 07:33:00,2026-06-21 07:41:49.177885994,2026-06-21 09:00:00,2026-06-21 09:00:00,2.22,2.92,9,44.16,True,DELIVERED
D00388,VAN-47,DEPOT-A,West Zone 1,2026-05-30 18:25:00,2026-05-30 19:08:37.739414347,2026-05-30 09:00:00,2026-05-30 20:00:00,13.25,2.61,8,97.35,True,DELIVERED
D00389,VAN-09,DEPOT-C,North Zone 1,2026-06-02 12:47:00,2026-06-02 12:54:16.344493698,2026-06-02 09:00:00,2026-06-02 14:00:00,5.0,11.56,6,88.41,False,REDELIVERY_REQUIRED
D00390,VAN-40,DEPOT-A,South Zone 2,2026-05-06 12:44:00,2026-05-06 13:33:37.666175539,2026-05-06 09:00:00,2026-05-06 14:00:00,12.23,9.63,7,103.19,True,DELIVERED
D00391,VAN-30,DEPOT-B,West Zone 1,2026-06-06 08:18:00,2026-06-06 09:18:53.085171416,2026-06-06 09:00:00,2026-06-06 10:00:00,19.13,1.64,5,113.44,True,DELIVERED
D00392,VAN-06,DEPOT-C,West Zone 1,2026-06-17 07:10:00,2026-06-17 08:08:49.425460138,2026-06-17 09:00:00,2026-06-17 09:00:00,13.16,4.68,12,103.38,True,DELIVERED
D00393,VAN-37,DEPOT-B,South Zone 1,2026-05-13 14:03:00,2026-05-13 14:11:04.838196500,2026-05-13 09:00:00,2026-05-13 16:00:00,3.25,8.66,3,82.98,True,DELIVERED
D00394,VAN-47,DEPOT-B,East Zone 1,2026-05-05 07:02:00,2026-05-05 07:16:43.787585696,2026-05-05 09:00:00,2026-05-05 09:00:00,4.37,4.77,5,58.75,True,DELIVERED
D00395,VAN-21,DEPOT-C,North Zone 2,2026-07-10 10:20:00,2026-07-10 10:47:10.416908980,2026-07-10 09:00:00,2026-07-10 12:00:00,8.66,9.8,9,88.55,True,DELIVERED
D00396,VAN-17,DEPOT-A,West Zone 1,2026-05-10 07:41:00,2026-05-10 09:01:11.017568046,2026-05-10 09:00:00,2026-05-10 09:00:00,18.41,0.62,10,104.63,True,DELIVERED
D00397,VAN-60,DEPOT-C,South Zone 2,2026-06-14 11:11:00,2026-06-14 11:47:23.746582751,2026-06-14 09:00:00,2026-06-14 13:00:00,9.0,4.0,9,87.05,True,DELIVERED
D00398,VAN-09,DEPOT-B,North Zone 1,2026-07-04 11:27:00,2026-07-04 11:36:15.950924527,2026-07-04 09:00:00,2026-07-04 13:00:00,5.42,6.06,11,82.22,True,DELIVERED
D00399,VAN-16,DEPOT-A,West Zone 1,2026-06-09 12:07:00,2026-06-09 12:58:08.692955650,2026-06-09 09:00:00,2026-06-09 14:00:00,9.92,1.71,8,78.1,True,DELIVERED
D00400,VAN-12,DEPOT-A,East Zone 1,2026-06-05 13:42:00,2026-06-05 14:05:12.686473386,2026-06-05 09:00:00,2026-06-05 15:00:00,11.71,3.39,6,88.64,True,DELIVERED
D00401,VAN-08,DEPOT-C,South Zone 1,2026-06-15 07:45:00,2026-06-15 07:51:52.119355221,2026-06-15 09:00:00,2026-06-15 09:00:00,4.41,0.96,3,57.92,True,DELIVERED
D00402,VAN-42,DEPOT-C,South Zone 2,2026-07-10 08:12:00,2026-07-10 08:51:57.849201290,2026-07-10 09:00:00,2026-07-10 10:00:00,10.76,4.0,8,80.73,True,DELIVERED
D00403,VAN-08,DEPOT-B,South Zone 1,2026-06-27 10:04:00,2026-06-27 10:08:00.000000000,2026-06-27 09:00:00,2026-06-27 12:00:00,5.13,4.57,5,88.25,True,DELIVERED
D00404,VAN-27,DEPOT-A,West Zone 1,2026-05-25 17:51:00,2026-05-25 18:49:18.081139847,2026-05-25 09:00:00,2026-05-25 19:00:00,16.44,5.01,8,103.34,True,DELIVERED
D00405,VAN-46,DEPOT-C,North Zone 2,2026-06-19 18:44:00,2026-06-19 18:49:39.892169649,2026-06-19 09:00:00,2026-06-19 20:00:00,4.32,3.63,10,63.28,True,DELIVERED
D00406,VAN-40,DEPOT-B,East Zone 1,2026-06-12 13:06:00,2026-06-12 13:25:19.571073382,2026-06-12 09:00:00,2026-06-12 15:00:00,8.2,10.26,9,105.08,True,DELIVERED
D00407,VAN-41,DEPOT-B,North Zone 2,2026-07-02 13:09:00,2026-07-02 13:45:29.821411322,2026-07-02 09:00:00,2026-07-02 15:00:00,12.6,2.73,8,93.97,False,REDELIVERY_REQUIRED
D00408,VAN-09,DEPOT-C,West Zone 1,2026-06-13 16:47:00,2026-06-13 17:36:19.178219700,2026-06-13 09:00:00,2026-06-13 18:00:00,13.41,3.36,8,88.92,True,DELIVERED
D00409,VAN-56,DEPOT-C,North Zone 2,2026-05-25 10:01:00,2026-05-25 10:24:13.160698146,2026-05-25 09:00:00,2026-05-25 12:00:00,9.09,2.52,5,75.9,True,DELIVERED
D00410,VAN-49,DEPOT-A,North Zone 2,2026-07-05 09:14:00,2026-07-05 09:43:53.088678357,2026-07-05 09:00:00,2026-07-05 11:00:00,10.71,3.19,6,75.99,True,DELIVERED
D00411,VAN-02,DEPOT-B,North Zone 1,2026-05-30 12:51:00,2026-05-30 13:03:44.100195433,2026-05-30 09:00:00,2026-05-30 14:00:00,6.96,11.12,8,86.21,True,DELIVERED
D00412,VAN-20,DEPOT-B,West Zone 1,2026-06-18 10:36:00,2026-06-18 11:34:29.997719855,2026-06-18 09:00:00,2026-06-18 12:00:00,12.38,3.53,8,94.8,True,DELIVERED
D00413,VAN-23,DEPOT-A,East Zone 1,2026-05-21 15:41:00,2026-05-21 16:01:31.595766643,2026-05-21 09:00:00,2026-05-21 17:00:00,10.41,7.68,3,101.37,True,DELIVERED
D00414,VAN-57,DEPOT-A,East Zone 1,2026-06-24 07:06:00,2026-06-24 07:38:21.270483411,2026-06-24 09:00:00,2026-06-24 09:00:00,9.96,5.16,6,83.44,True,DELIVERED
D00415,VAN-14,DEPOT-C,North Zone 1,2026-05-22 13:48:00,2026-05-22 14:00:53.159264116,2026-05-22 09:00:00,2026-05-22 15:00:00,6.83,1.9,7,70.73,True,DELIVERED
D00416,VAN-11,DEPOT-A,South Zone 1,2026-05-22 12:07:00,2026-05-22 12:22:58.767512736,2026-05-22 09:00:00,2026-05-22 14:00:00,8.64,4.02,6,78.41,True,DELIVERED
D00417,VAN-58,DEPOT-B,East Zone 1,2026-06-19 13:59:00,2026-06-19 14:16:56.054946585,2026-06-19 09:00:00,2026-06-19 15:00:00,9.66,3.16,9,86.79,True,DELIVERED
D00418,VAN-09,DEPOT-C,North Zone 1,2026-05-17 17:50:00,2026-05-17 18:19:43.359081751,2026-05-17 09:00:00,2026-05-17 19:00:00,13.0,3.77,5,89.27,True,DELIVERED
D00419,VAN-29,DEPOT-A,South Zone 1,2026-06-14 07:49:00,2026-06-14 07:53:00.000000000,2026-06-14 09:00:00,2026-06-14 09:00:00,2.13,4.52,7,62.22,True,DELIVERED
D00420,VAN-53,DEPOT-A,South Zone 1,2026-06-23 13:33:00,2026-06-23 13:54:30.150484154,2026-06-23 09:00:00,2026-06-23 15:00:00,7.88,0.82,6,75.77,True,DELIVERED
D00421,VAN-16,DEPOT-A,North Zone 1,2026-06-17 07:37:00,2026-06-17 07:50:33.002109901,2026-06-17 09:00:00,2026-06-17 09:00:00,10.22,1.42,6,78.85,False,REDELIVERY_REQUIRED
D00422,VAN-24,DEPOT-A,North Zone 1,2026-06-25 07:34:00,2026-06-25 07:47:51.014906818,2026-06-25 09:00:00,2026-06-25 09:00:00,7.15,7.77,3,74.42,True,DELIVERED
D00423,VAN-36,DEPOT-C,North Zone 2,2026-06-14 08:21:00,2026-06-14 08:41:39.482028276,2026-06-14 09:00:00,2026-06-14 10:00:00,7.85,5.09,5,81.78,True,DELIVERED
D00424,VAN-03,DEPOT-B,South Zone 1,2026-06-03 17:04:00,2026-06-03 17:10:44.416558435,2026-06-03 09:00:00,2026-06-03 19:00:00,3.38,4.42,8,69.09,True,DELIVERED
D00425,VAN-06,DEPOT-B,North Zone 1,2026-06-13 17:27:00,2026-06-13 17:31:15.562450589,2026-06-13 09:00:00,2026-06-13 19:00:00,2.64,3.19,7,59.67,True,DELIVERED
D00426,VAN-51,DEPOT-B,South Zone 2,2026-06-23 15:45:00,2026-06-23 16:26:29.796143754,2026-06-23 09:00:00,2026-06-23 17:00:00,9.28,4.45,7,79.98,True,DELIVERED
D00427,VAN-47,DEPOT-B,North Zone 1,2026-07-04 10:46:00,2026-07-04 11:00:54.688518415,2026-07-04 09:00:00,2026-07-04 12:00:00,6.5,5.49,4,75.79,True,DELIVERED
D00428,VAN-06,DEPOT-C,South Zone 2,2026-05-17 08:07:00,2026-05-17 08:51:14.994995434,2026-05-17 09:00:00,2026-05-17 10:00:00,14.05,1.61,4,99.28,True,DELIVERED
D00429,VAN-35,DEPOT-A,East Zone 1,2026-06-07 13:37:00,2026-06-07 13:51:38.431026548,2026-06-07 09:00:00,2026-06-07 15:00:00,7.76,2.7,10,89.28,True,DELIVERED
D00430,VAN-23,DEPOT-A,South Zone 1,2026-07-09 11:59:00,2026-07-09 12:03:00.000000000,2026-07-09 09:00:00,2026-07-09 13:00:00,1.2,2.41,5,51.69,True,DELIVERED
D00431,VAN-59,DEPOT-A,North Zone 1,2026-05-26 12:31:00,2026-05-26 12:37:45.779752027,2026-05-26 09:00:00,2026-05-26 14:00:00,3.28,2.27,8,57.53,True,DELIVERED
D00432,VAN-07,DEPOT-A,West Zone 1,2026-05-08 17:39:00,2026-05-08 18:28:03.814785944,2026-05-08 09:00:00,2026-05-08 19:00:00,14.46,1.37,7,85.36,True,DELIVERED
D00433,VAN-43,DEPOT-B,East Zone 1,2026-07-07 14:00:00,2026-07-07 14:26:28.989270197,2026-07-07 09:00:00,2026-07-07 16:00:00,12.58,6.31,15,98.59,True,DELIVERED
D00434,VAN-39,DEPOT-A,South Zone 2,2026-06-25 08:47:00,2026-06-25 09:34:31.795151132,2026-06-25 09:00:00,2026-06-25 10:00:00,13.74,1.67,10,89.85,True,DELIVERED
D00435,VAN-15,DEPOT-C,West Zone 1,2026-05-22 10:42:00,2026-05-22 11:21:59.055208470,2026-05-22 09:00:00,2026-05-22 12:00:00,10.5,12.05,12,93.67,True,DELIVERED
D00436,VAN-50,DEPOT-A,North Zone 2,2026-05-28 11:10:00,2026-05-28 11:39:23.673347838,2026-05-28 09:00:00,2026-05-28 13:00:00,10.86,4.34,7,84.7,True,DELIVERED
D00437,VAN-56,DEPOT-A,East Zone 1,2026-06-30 17:11:00,2026-06-30 17:33:36.134271826,2026-06-30 09:00:00,2026-06-30 19:00:00,6.87,1.73,6,70.36,False,REDELIVERY_REQUIRED
D00438,VAN-33,DEPOT-A,North Zone 1,2026-05-22 16:54:00,2026-05-22 17:00:45.834792364,2026-05-22 09:00:00,2026-05-22 18:00:00,5.68,13.8,11,88.09,True,DELIVERED
D00439,VAN-31,DEPOT-C,West Zone 1,2026-07-11 14:00:00,2026-07-11 15:01:06.045180975,2026-07-11 09:00:00,2026-07-11 16:00:00,18.44,5.64,2,112.36,True,DELIVERED
D00440,VAN-28,DEPOT-A,East Zone 1,2026-05-27 18:28:00,2026-05-27 19:01:59.869857025,2026-05-27 09:00:00,2026-05-27 20:00:00,12.72,0.99,1,81.43,True,DELIVERED
D00441,VAN-25,DEPOT-B,South Zone 2,2026-05-15 13:37:00,2026-05-15 14:09:49.102035021,2026-05-15 09:00:00,2026-05-15 15:00:00,8.76,3.53,6,78.78,True,DELIVERED
D00442,VAN-09,DEPOT-A,South Zone 1,2026-05-24 18:58:00,2026-05-24 19:05:49.707047700,2026-05-24 09:00:00,2026-05-24 20:00:00,6.9,,6,72.06,True,DELIVERED
D00443,VAN-18,DEPOT-C,South Zone 1,2026-05-30 08:48:00,2026-05-30 08:52:00.000000000,2026-05-30 09:00:00,2026-05-30 10:00:00,2.37,0.89,7,47.79,True,DELIVERED
D00444,VAN-38,DEPOT-B,East Zone 1,2026-06-29 10:50:00,2026-06-29 11:09:13.718322742,2026-06-29 09:00:00,2026-06-29 12:00:00,9.9,3.44,8,80.36,True,DELIVERED
D00445,VAN-10,DEPOT-B,North Zone 2,2026-05-27 07:14:00,2026-05-27 07:45:05.390351596,2026-05-27 09:00:00,2026-05-27 09:00:00,8.5,3.26,3,79.29,True,DELIVERED
D00446,VAN-14,DEPOT-A,South Zone 1,2026-05-14 18:57:00,2026-05-14 19:10:18.507864984,2026-05-14 09:00:00,2026-05-14 20:00:00,8.6,1.79,7,82.95,True,DELIVERED
